"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","2775"
">","THREAD_COUNT:","18"
">","EXTENTS_LEFT:","0.000000"
">","EXTENTS_TOP:","-78.990395"
">","EXTENTS_RIGHT:","78.303735"
">","EXTENTS_BOTTOM:","0.000000"
">","EXTENTS_WIDTH:","78.303735"
">","EXTENTS_HEIGHT:","78.990395"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","0","0","0","(null)","(null)"
"$","2","0","0","0","(null)","(null)"
"$","3","0","0","0","(null)","(null)"
"$","4","0","0","0","(null)","(null)"
"$","5","0","0","0","(null)","(null)"
"$","6","0","0","0","(null)","(null)"
"$","7","0","0","0","(null)","(null)"
"$","8","0","0","0","(null)","(null)"
"$","9","0","0","0","(null)","(null)"
"$","10","0","0","0","(null)","(null)"
"$","11","0","0","0","(null)","(null)"
"$","12","255","0","0","(null)","(null)"
"$","13","91","206","250","(null)","(null)"
"$","14","245","169","184","(null)","(null)"
"$","15","255","255","255","(null)","(null)"
"$","16","245","169","184","(null)","(null)"
"$","17","91","206","250","(null)","(null)"
"$","18","255","0","0","(null)","(null)"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","76.7941","-42.6824"
"*","STITCH","78.1003","-43.0089"
"*","STITCH","76.7651","-43.1816"
"*","STITCH","78.0712","-43.5080"
"*","STITCH","76.7265","-43.6231"
"*","STITCH","78.0002","-44.0596"
"*","STITCH","76.6551","-44.1180"
"*","STITCH","77.9287","-44.5545"
"*","STITCH","76.5837","-44.6129"
"*","STITCH","77.8573","-45.0493"
"*","STITCH","76.5122","-45.1077"
"*","STITCH","77.7858","-45.5442"
"*","STITCH","76.4408","-45.6026"
"*","STITCH","77.7144","-46.0391"
"*","STITCH","76.3693","-46.0975"
"*","STITCH","77.6429","-46.5339"
"*","STITCH","76.2979","-46.5923"
"*","STITCH","77.5715","-47.0288"
"*","STITCH","76.2264","-47.0872"
"*","STITCH","77.5000","-47.5237"
"*","STITCH","76.1557","-47.5228"
"*","STITCH","77.3858","-48.0698"
"*","STITCH","76.0409","-48.0094"
"*","STITCH","77.2711","-48.5565"
"*","STITCH","75.9261","-48.4961"
"*","STITCH","77.1563","-49.0431"
"*","STITCH","75.8113","-48.9827"
"*","STITCH","77.0415","-49.5298"
"*","STITCH","75.6965","-49.4694"
"*","STITCH","76.9267","-50.0164"
"*","STITCH","75.5817","-49.9560"
"*","STITCH","76.8119","-50.5031"
"*","STITCH","75.4669","-50.4427"
"*","STITCH","76.6971","-50.9897"
"*","STITCH","75.3521","-50.9293"
"*","STITCH","76.5823","-51.4764"
"*","STITCH","75.2386","-51.3536"
"*","STITCH","76.4138","-52.0104"
"*","STITCH","75.0799","-51.8278"
"*","STITCH","76.2552","-52.4846"
"*","STITCH","74.9213","-52.3019"
"*","STITCH","76.0965","-52.9588"
"*","STITCH","74.7626","-52.7761"
"*","STITCH","75.9379","-53.4329"
"*","STITCH","74.6040","-53.2502"
"*","STITCH","75.7792","-53.9071"
"*","STITCH","74.4453","-53.7244"
"*","STITCH","75.6205","-54.3813"
"*","STITCH","74.2867","-54.1986"
"*","STITCH","75.4619","-54.8554"
"*","STITCH","74.1280","-54.6727"
"*","STITCH","75.2735","-55.3848"
"*","STITCH","73.9627","-55.0775"
"*","STITCH","75.0710","-55.8419"
"*","STITCH","73.7602","-55.5347"
"*","STITCH","74.8685","-56.2991"
"*","STITCH","73.5577","-55.9918"
"*","STITCH","74.6659","-56.7562"
"*","STITCH","73.3551","-56.4490"
"*","STITCH","74.4634","-57.2134"
"*","STITCH","73.1526","-56.9061"
"*","STITCH","74.2609","-57.6705"
"*","STITCH","72.9501","-57.3633"
"*","STITCH","74.0584","-58.1277"
"*","STITCH","72.7476","-57.8204"
"*","STITCH","73.8558","-58.5848"
"*","STITCH","72.5671","-58.2170"
"*","STITCH","73.5963","-59.0850"
"*","STITCH","72.3213","-58.6524"
"*","STITCH","73.3505","-59.5204"
"*","STITCH","72.0756","-59.0879"
"*","STITCH","73.1047","-59.9558"
"*","STITCH","71.8298","-59.5233"
"*","STITCH","72.8590","-60.3913"
"*","STITCH","71.5840","-59.9587"
"*","STITCH","72.6132","-60.8267"
"*","STITCH","71.3382","-60.3941"
"*","STITCH","72.3674","-61.2621"
"*","STITCH","71.0925","-60.8296"
"*","STITCH","72.1216","-61.6975"
"*","STITCH","70.8467","-61.2650"
"*","STITCH","71.8289","-62.1809"
"*","STITCH","70.6031","-61.6242"
"*","STITCH","71.5412","-62.5899"
"*","STITCH","70.3154","-62.0331"
"*","STITCH","71.2535","-62.9988"
"*","STITCH","70.0277","-62.4420"
"*","STITCH","70.9658","-63.4077"
"*","STITCH","69.7400","-62.8509"
"*","STITCH","70.6781","-63.8166"
"*","STITCH","69.4523","-63.2599"
"*","STITCH","70.3903","-64.2256"
"*","STITCH","69.1645","-63.6688"
"*","STITCH","70.1026","-64.6345"
"*","STITCH","68.8768","-64.0777"
"*","STITCH","69.7730","-65.0957"
"*","STITCH","68.6098","-64.4178"
"*","STITCH","69.4454","-65.4734"
"*","STITCH","68.2822","-64.7955"
"*","STITCH","69.1178","-65.8511"
"*","STITCH","67.9546","-65.1732"
"*","STITCH","68.7902","-66.2289"
"*","STITCH","67.6270","-65.5509"
"*","STITCH","68.4626","-66.6066"
"*","STITCH","67.2994","-65.9287"
"*","STITCH","68.1350","-66.9843"
"*","STITCH","66.9718","-66.3064"
"*","STITCH","67.8074","-67.3620"
"*","STITCH","66.6442","-66.6841"
"*","STITCH","67.4798","-67.7398"
"*","STITCH","66.3520","-67.0015"
"*","STITCH","67.0747","-68.1374"
"*","STITCH","65.9873","-67.3436"
"*","STITCH","66.7101","-68.4795"
"*","STITCH","65.6226","-67.6857"
"*","STITCH","66.3454","-68.8216"
"*","STITCH","65.2580","-68.0278"
"*","STITCH","65.9808","-69.1636"
"*","STITCH","64.8933","-68.3699"
"*","STITCH","65.6161","-69.5057"
"*","STITCH","64.5287","-68.7119"
"*","STITCH","65.2514","-69.8478"
"*","STITCH","64.1640","-69.0540"
"*","STITCH","64.8868","-70.1899"
"*","STITCH","63.8468","-69.3460"
"*","STITCH","64.4480","-70.5506"
"*","STITCH","63.4487","-69.6484"
"*","STITCH","64.0498","-70.8531"
"*","STITCH","63.0505","-69.9508"
"*","STITCH","63.6517","-71.1555"
"*","STITCH","62.6524","-70.2533"
"*","STITCH","63.2535","-71.4580"
"*","STITCH","62.2542","-70.5557"
"*","STITCH","62.8554","-71.7604"
"*","STITCH","61.8561","-70.8582"
"*","STITCH","62.4572","-72.0629"
"*","STITCH","61.4579","-71.1606"
"*","STITCH","62.0591","-72.3653"
"*","STITCH","61.0598","-71.4631"
"*","STITCH","61.5903","-72.6864"
"*","STITCH","60.6902","-71.6852"
"*","STITCH","61.1629","-72.9458"
"*","STITCH","60.2628","-71.9446"
"*","STITCH","60.7355","-73.2053"
"*","STITCH","59.8354","-72.2041"
"*","STITCH","60.3080","-73.4647"
"*","STITCH","59.4079","-72.4635"
"*","STITCH","59.8806","-73.7241"
"*","STITCH","58.9805","-72.7229"
"*","STITCH","59.4532","-73.9835"
"*","STITCH","58.5531","-72.9823"
"*","STITCH","59.0257","-74.2430"
"*","STITCH","58.1256","-73.2417"
"*","STITCH","58.5323","-74.5243"
"*","STITCH","57.7406","-73.4353"
"*","STITCH","58.0803","-74.7381"
"*","STITCH","57.2886","-73.6491"
"*","STITCH","57.6283","-74.9519"
"*","STITCH","56.8366","-73.8629"
"*","STITCH","57.1763","-75.1657"
"*","STITCH","56.3846","-74.0767"
"*","STITCH","56.7243","-75.3795"
"*","STITCH","55.9326","-74.2905"
"*","STITCH","56.2723","-75.5933"
"*","STITCH","55.4807","-74.5043"
"*","STITCH","55.8203","-75.8071"
"*","STITCH","55.0287","-74.7181"
"*","STITCH","55.3683","-76.0208"
"*","STITCH","54.6316","-74.8872"
"*","STITCH","54.8362","-76.2179"
"*","STITCH","54.1601","-75.0536"
"*","STITCH","54.3647","-76.3843"
"*","STITCH","53.6886","-75.2200"
"*","STITCH","53.8932","-76.5507"
"*","STITCH","53.2171","-75.3865"
"*","STITCH","53.4217","-76.7171"
"*","STITCH","52.7456","-75.5529"
"*","STITCH","52.9502","-76.8836"
"*","STITCH","52.2741","-75.7193"
"*","STITCH","52.4787","-77.0500"
"*","STITCH","51.8026","-75.8857"
"*","STITCH","52.0072","-77.2164"
"*","STITCH","51.3311","-76.0522"
"*","STITCH","51.4659","-77.3814"
"*","STITCH","50.9102","-76.1551"
"*","STITCH","50.9801","-77.4997"
"*","STITCH","50.4243","-76.2734"
"*","STITCH","50.4943","-77.6179"
"*","STITCH","49.9385","-76.3917"
"*","STITCH","50.0085","-77.7362"
"*","STITCH","49.4527","-76.5099"
"*","STITCH","49.5227","-77.8544"
"*","STITCH","48.9669","-76.6282"
"*","STITCH","49.0369","-77.9727"
"*","STITCH","48.4811","-76.7464"
"*","STITCH","48.5510","-78.0909"
"*","STITCH","47.9953","-76.8647"
"*","STITCH","48.0652","-78.2092"
"*","STITCH","47.5707","-76.9582"
"*","STITCH","47.5088","-78.3031"
"*","STITCH","47.0756","-77.0284"
"*","STITCH","47.0137","-78.3733"
"*","STITCH","46.5806","-77.0985"
"*","STITCH","46.5187","-78.4434"
"*","STITCH","46.0855","-77.1687"
"*","STITCH","46.0236","-78.5136"
"*","STITCH","45.5905","-77.2388"
"*","STITCH","45.5286","-78.5838"
"*","STITCH","45.0954","-77.3090"
"*","STITCH","45.0335","-78.6539"
"*","STITCH","44.6004","-77.3792"
"*","STITCH","44.5385","-78.7241"
"*","STITCH","44.1053","-77.4493"
"*","STITCH","44.0434","-78.7942"
"*","STITCH","43.6711","-77.4966"
"*","STITCH","43.4821","-78.8296"
"*","STITCH","43.1716","-77.5196"
"*","STITCH","42.9826","-78.8526"
"*","STITCH","42.6721","-77.5426"
"*","STITCH","42.4832","-78.8756"
"*","STITCH","42.1727","-77.5655"
"*","STITCH","41.9837","-78.8985"
"*","STITCH","41.6732","-77.5885"
"*","STITCH","41.4842","-78.9215"
"*","STITCH","41.1737","-77.6115"
"*","STITCH","40.9848","-78.9445"
"*","STITCH","40.6743","-77.6344"
"*","STITCH","40.4853","-78.9674"
"*","STITCH","40.1748","-77.6574"
"*","STITCH","39.9858","-78.9904"
"*","STITCH","39.7401","-77.6718"
"*","STITCH","39.4217","-78.9799"
"*","STITCH","39.2408","-77.6458"
"*","STITCH","38.9224","-78.9539"
"*","STITCH","38.7414","-77.6198"
"*","STITCH","38.4230","-78.9279"
"*","STITCH","38.2421","-77.5938"
"*","STITCH","37.9237","-78.9019"
"*","STITCH","37.7428","-77.5678"
"*","STITCH","37.4244","-78.8759"
"*","STITCH","37.2435","-77.5418"
"*","STITCH","36.9251","-78.8500"
"*","STITCH","36.7441","-77.5158"
"*","STITCH","36.4257","-78.8240"
"*","STITCH","36.2448","-77.4898"
"*","STITCH","35.9264","-78.7980"
"*","STITCH","35.8148","-77.4647"
"*","STITCH","35.3618","-78.7325"
"*","STITCH","35.3209","-77.3868"
"*","STITCH","34.8679","-78.6546"
"*","STITCH","34.8270","-77.3089"
"*","STITCH","34.3740","-78.5768"
"*","STITCH","34.3331","-77.2310"
"*","STITCH","33.8801","-78.4989"
"*","STITCH","33.8392","-77.1532"
"*","STITCH","33.3862","-78.4210"
"*","STITCH","33.3453","-77.0753"
"*","STITCH","32.8923","-78.3431"
"*","STITCH","32.8514","-76.9974"
"*","STITCH","32.3984","-78.2652"
"*","STITCH","32.3575","-76.9195"
"*","STITCH","31.9045","-78.1873"
"*","STITCH","31.9335","-76.8434"
"*","STITCH","31.3514","-78.0575"
"*","STITCH","31.4503","-76.7148"
"*","STITCH","30.8683","-77.9288"
"*","STITCH","30.9671","-76.5861"
"*","STITCH","30.3851","-77.8001"
"*","STITCH","30.4840","-76.4574"
"*","STITCH","29.9020","-77.6714"
"*","STITCH","30.0008","-76.3287"
"*","STITCH","29.4188","-77.5428"
"*","STITCH","29.5177","-76.2001"
"*","STITCH","28.9356","-77.4141"
"*","STITCH","29.0345","-76.0714"
"*","STITCH","28.4525","-77.2854"
"*","STITCH","28.5513","-75.9427"
"*","STITCH","27.9046","-77.1357"
"*","STITCH","28.1408","-75.8103"
"*","STITCH","27.4372","-76.9581"
"*","STITCH","27.6735","-75.6327"
"*","STITCH","26.9698","-76.7805"
"*","STITCH","27.2061","-75.4551"
"*","STITCH","26.5024","-76.6029"
"*","STITCH","26.7387","-75.2775"
"*","STITCH","26.0351","-76.4253"
"*","STITCH","26.2713","-75.0999"
"*","STITCH","25.5677","-76.2477"
"*","STITCH","25.8039","-74.9222"
"*","STITCH","25.1003","-76.0701"
"*","STITCH","25.3365","-74.7446"
"*","STITCH","24.6329","-75.8925"
"*","STITCH","24.8691","-74.5670"
"*","STITCH","24.1114","-75.6709"
"*","STITCH","24.4809","-74.3763"
"*","STITCH","23.6645","-75.4468"
"*","STITCH","24.0339","-74.1522"
"*","STITCH","23.2175","-75.2227"
"*","STITCH","23.5869","-73.9281"
"*","STITCH","22.7705","-74.9986"
"*","STITCH","23.1400","-73.7040"
"*","STITCH","22.3235","-74.7745"
"*","STITCH","22.6930","-73.4799"
"*","STITCH","21.8766","-74.5504"
"*","STITCH","22.2460","-73.2558"
"*","STITCH","21.4296","-74.3263"
"*","STITCH","21.7990","-73.0317"
"*","STITCH","20.9826","-74.1023"
"*","STITCH","21.4171","-72.8273"
"*","STITCH","20.4976","-73.8107"
"*","STITCH","20.9948","-72.5596"
"*","STITCH","20.0754","-73.5430"
"*","STITCH","20.5725","-72.2919"
"*","STITCH","19.6531","-73.2753"
"*","STITCH","20.1502","-72.0242"
"*","STITCH","19.2308","-73.0076"
"*","STITCH","19.7279","-71.7564"
"*","STITCH","18.8085","-72.7399"
"*","STITCH","19.3057","-71.4887"
"*","STITCH","18.3862","-72.4722"
"*","STITCH","18.8834","-71.2210"
"*","STITCH","17.9639","-72.2045"
"*","STITCH","18.4611","-70.9533"
"*","STITCH","17.4960","-71.8878"
"*","STITCH","18.1145","-70.6919"
"*","STITCH","17.1023","-71.5796"
"*","STITCH","17.7207","-70.3837"
"*","STITCH","16.7085","-71.2715"
"*","STITCH","17.3270","-70.0756"
"*","STITCH","16.3148","-70.9633"
"*","STITCH","16.9332","-69.7674"
"*","STITCH","15.9210","-70.6551"
"*","STITCH","16.5395","-69.4593"
"*","STITCH","15.5273","-70.3470"
"*","STITCH","16.1457","-69.1511"
"*","STITCH","15.1335","-70.0388"
"*","STITCH","15.7520","-68.8430"
"*","STITCH","14.7398","-69.7307"
"*","STITCH","15.4164","-68.5666"
"*","STITCH","14.3222","-69.3510"
"*","STITCH","15.0547","-68.2214"
"*","STITCH","13.9605","-69.0058"
"*","STITCH","14.6930","-67.8762"
"*","STITCH","13.5988","-68.6605"
"*","STITCH","14.3313","-67.5309"
"*","STITCH","13.2371","-68.3153"
"*","STITCH","13.9696","-67.1857"
"*","STITCH","12.8754","-67.9701"
"*","STITCH","13.6079","-66.8405"
"*","STITCH","12.5137","-67.6249"
"*","STITCH","13.2463","-66.4953"
"*","STITCH","12.1520","-67.2797"
"*","STITCH","12.8846","-66.1501"
"*","STITCH","11.7567","-66.8775"
"*","STITCH","12.5957","-65.8245"
"*","STITCH","11.4303","-66.4988"
"*","STITCH","12.2692","-65.4457"
"*","STITCH","11.1039","-66.1200"
"*","STITCH","11.9428","-65.0670"
"*","STITCH","10.7775","-65.7413"
"*","STITCH","11.6164","-64.6882"
"*","STITCH","10.4511","-65.3625"
"*","STITCH","11.2900","-64.3095"
"*","STITCH","10.1247","-64.9837"
"*","STITCH","10.9636","-63.9307"
"*","STITCH","9.7983","-64.6050"
"*","STITCH","10.6372","-63.5520"
"*","STITCH","9.4718","-64.2262"
"*","STITCH","10.3626","-63.2142"
"*","STITCH","9.1374","-63.7723"
"*","STITCH","10.0745","-62.8056"
"*","STITCH","8.8492","-63.3637"
"*","STITCH","9.7863","-62.3970"
"*","STITCH","8.5611","-62.9551"
"*","STITCH","9.4981","-61.9884"
"*","STITCH","8.2729","-62.5465"
"*","STITCH","9.2100","-61.5797"
"*","STITCH","7.9848","-62.1378"
"*","STITCH","8.9218","-61.1711"
"*","STITCH","7.6966","-61.7292"
"*","STITCH","8.6337","-60.7625"
"*","STITCH","7.4085","-61.3206"
"*","STITCH","8.3455","-60.3539"
"*","STITCH","7.0991","-60.8493"
"*","STITCH","8.1256","-59.9781"
"*","STITCH","6.8520","-60.4147"
"*","STITCH","7.8784","-59.5435"
"*","STITCH","6.6048","-59.9800"
"*","STITCH","7.6313","-59.1088"
"*","STITCH","6.3577","-59.5453"
"*","STITCH","7.3842","-58.6742"
"*","STITCH","6.1106","-59.1107"
"*","STITCH","7.1371","-58.2395"
"*","STITCH","5.8635","-58.6760"
"*","STITCH","6.8899","-57.8048"
"*","STITCH","5.6163","-58.2414"
"*","STITCH","6.6428","-57.3702"
"*","STITCH","5.3692","-57.8067"
"*","STITCH","6.4375","-56.9867"
"*","STITCH","5.1274","-57.2970"
"*","STITCH","6.2340","-56.5301"
"*","STITCH","4.9239","-56.8403"
"*","STITCH","6.0304","-56.0734"
"*","STITCH","4.7203","-56.3836"
"*","STITCH","5.8269","-55.6167"
"*","STITCH","4.5168","-55.9269"
"*","STITCH","5.6233","-55.1600"
"*","STITCH","4.3132","-55.4702"
"*","STITCH","5.4198","-54.7033"
"*","STITCH","4.1097","-55.0135"
"*","STITCH","5.2162","-54.2466"
"*","STITCH","3.9061","-54.5568"
"*","STITCH","5.0127","-53.7899"
"*","STITCH","3.6889","-54.0356"
"*","STITCH","4.8655","-53.3812"
"*","STITCH","3.5312","-53.5611"
"*","STITCH","4.7078","-52.9067"
"*","STITCH","3.3735","-53.0866"
"*","STITCH","4.5501","-52.4322"
"*","STITCH","3.2159","-52.6121"
"*","STITCH","4.3924","-51.9577"
"*","STITCH","3.0582","-52.1377"
"*","STITCH","4.2348","-51.4832"
"*","STITCH","2.9005","-51.6632"
"*","STITCH","4.0771","-51.0087"
"*","STITCH","2.7428","-51.1887"
"*","STITCH","3.9194","-50.5343"
"*","STITCH","2.5851","-50.7142"
"*","STITCH","3.7829","-50.1221"
"*","STITCH","2.4373","-50.1688"
"*","STITCH","3.6730","-49.6343"
"*","STITCH","2.3275","-49.6810"
"*","STITCH","3.5632","-49.1465"
"*","STITCH","2.2177","-49.1932"
"*","STITCH","3.4533","-48.6587"
"*","STITCH","2.1078","-48.7054"
"*","STITCH","3.3435","-48.1709"
"*","STITCH","1.9980","-48.2176"
"*","STITCH","3.2337","-47.6831"
"*","STITCH","1.8882","-47.7299"
"*","STITCH","3.1238","-47.1954"
"*","STITCH","1.7783","-47.2421"
"*","STITCH","3.0140","-46.7076"
"*","STITCH","1.6685","-46.7543"
"*","STITCH","2.9326","-46.2821"
"*","STITCH","1.5892","-46.1939"
"*","STITCH","2.8722","-45.7858"
"*","STITCH","1.5288","-45.6976"
"*","STITCH","2.8117","-45.2895"
"*","STITCH","1.4683","-45.2013"
"*","STITCH","2.7513","-44.7931"
"*","STITCH","1.4079","-44.7049"
"*","STITCH","2.6908","-44.2968"
"*","STITCH","1.3474","-44.2086"
"*","STITCH","2.6304","-43.8005"
"*","STITCH","1.2870","-43.7123"
"*","STITCH","2.5699","-43.3041"
"*","STITCH","1.2265","-43.2159"
"*","STITCH","2.5095","-42.8078"
"*","STITCH","1.1618","-42.6529"
"*","STITCH","2.4794","-42.3763"
"*","STITCH","1.1517","-42.1530"
"*","STITCH","2.4694","-41.8764"
"*","STITCH","1.1417","-41.6531"
"*","STITCH","2.4593","-41.3765"
"*","STITCH","1.1316","-41.1532"
"*","STITCH","2.4492","-40.8766"
"*","STITCH","1.1215","-40.6533"
"*","STITCH","2.4391","-40.3767"
"*","STITCH","1.1115","-40.1534"
"*","STITCH","2.4291","-39.8768"
"*","STITCH","1.1014","-39.6535"
"*","STITCH","2.4190","-39.3769"
"*","STITCH","1.0913","-39.1536"
"*","STITCH","2.4089","-38.8770"
"*","STITCH","1.7428","-38.6540"
"*","END","1.7428","-38.6540"
